web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750583561-83","https://sn.coinafrique.com/categorie/terrains?page=119","Terrain 300 m² - Malicounda","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-malicounda-2805823","300 m2","6 000 000 CFA","Terrain 300 m² - Malicounda","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-malicounda-5162216"
"1750583563-84","https://sn.coinafrique.com/categorie/terrains?page=119","Terrains 225  m2 - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-2805872","225","350 000 CFA","Terrains 225  m2 - Thies","favorite_border 
      
    
            
              
              
            
            
              
               7 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-colobane-5009588"
"1750583569-85","https://sn.coinafrique.com/categorie/terrains?page=118","Terrain 181 m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-181-m-keur-massar-2806129","181 m2","8 500 000 CFA","Terrain 181 m² - Keur Massar","",""
"1750583571-86","https://sn.coinafrique.com/categorie/terrains?page=118","Terrain avec fondation 300 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-avec-fondation-300-m2-rufisque-2806195","300 m2","17 000 000 CFA","Terrain avec fondation 300 m2 - Rufisque","",""
"1750583573-87","https://sn.coinafrique.com/categorie/terrains?page=118","Terrains 150 m2 - Keur massar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2806509","150","8 000 000 CFA","Terrains 150 m2 - Keur massar","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-5332984"
"1750583576-88","https://sn.coinafrique.com/categorie/terrains?page=118","Terrains 150 m2 - Bayakh","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-bayakh-2806554","150","1 700 000 CFA","Terrains 150 m2 - Bayakh","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-rufisque-keur-sega-881064"
"1750583578-89","https://sn.coinafrique.com/categorie/terrains?page=118","Terrain - Cayar","https://sn.coinafrique.com/annonce/terrains/terrain-cayar-2806585","375 m2","8 000 000 CFA","Terrain - Cayar","favorite_border 
      
    
            
              
              
            
            
              
               7 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-160m-thies-4987185"
"1750583581-90","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrains - Thiès","https://sn.coinafrique.com/annonce/terrains/vente-terrains-thies-2806597","40000 m2","12 000 000 CFA","Vente terrains - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ndiakhirate-5308306"
"1750583583-91","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrains 300m² - Sindia","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-sindia-2806884","300","6 000 000 CFA","Vente Terrains 300m² - Sindia","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-diass-sindia-2531485"
"1750583586-92","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrains 225 m² - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-thies-2807269","225","350 000 CFA","Vente terrains 225 m² - Thies","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m2-thies-4792101"
"1750583589-93","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrains 300 m² - Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m-saly-2807272","300","25 000 000 CFA","Vente terrains 300 m² - Saly","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-saly-velingara-4073549"
"1750583591-94","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrain 300 m² - Mbour Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-saly-2807333","300 m2","17 000 000 CFA","Vente terrain 300 m² - Mbour Saly","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-keur-youngar-3715952"
"1750583593-95","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrains 225 m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-mbour-2807585","225","2 500 000 CFA","Vente Terrains 225 m²  - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-route-de-guereo-3900703"
"1750583596-96","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrain   - Niacourab","https://sn.coinafrique.com/annonce/terrains/vente-terrain-niacourab-2808263","225 m2","Prix sur demande","Vente terrain   - Niacourab","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-dakar-1811600"
"1750583598-97","https://sn.coinafrique.com/categorie/terrains?page=118","Terrain - Niacorob","https://sn.coinafrique.com/annonce/terrains/terrain-niacorob-2808269","300 m2","Prix sur demande","Terrain - Niacorob","",""
"1750583601-98","https://sn.coinafrique.com/categorie/terrains?page=118","Terrains  8000 m²  - Mbour - mbodiène","https://sn.coinafrique.com/annonce/terrains/terrains-8000-m-mbour-mbodiene-2808383","8000","9 000 000 CFA","Terrains  8000 m²  - Mbour - mbodiène","",""
"1750583603-99","https://sn.coinafrique.com/categorie/terrains?page=118","Terrains 150 m²  - Tivaoune peulh","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-tivaoune-peulh-2808552","150","4 500 000 CFA","Terrains 150 m²  - Tivaoune peulh","favorite_border 
      
    
            
              
              
            
            
              
               9 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-tivaouane-4952015"
"1750583605-100","https://sn.coinafrique.com/categorie/terrains?page=118","Terrains 150 m2 - Niacourab","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-niacourab-2808724","150","6 600 000 CFA","Terrains 150 m2 - Niacourab","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-niacourab-1945080"
"1750583608-101","https://sn.coinafrique.com/categorie/terrains?page=118","Terrain   -Sorokhassap","https://sn.coinafrique.com/annonce/terrains/terrain-sorokhassap-2809161","","Prix sur demande","Terrain   -Sorokhassap","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-sorokhassap-4122327"
"1750583610-102","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain 5ha - Saly","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5ha-saly-2809497","50000 m2","10 000 CFA","Vente Terrain 5ha - Saly","",""
"1750583612-103","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain 400m² - Nianing","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-nianing-2809579","400 m2","6 000 000 CFA","Vente Terrain 400m² - Nianing","",""
"1750583615-104","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2809862","225 m2","375 000 CFA","Vente Terrain Thies","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ndiakhirate-5308306"
"1750583617-105","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain - Mbodiène","https://sn.coinafrique.com/annonce/terrains/vente-terrain-mbodiene-2810135","10000","Prix sur demande","Vente Terrain - Mbodiène","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5-hectares-mbodiene-3040492"
"1750583620-106","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain 3900 m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3900-m-almadies-2810141","3900","Prix sur demande","Vente Terrain 3900 m²  - Almadies","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-almadies-2908021"
"1750583622-107","https://sn.coinafrique.com/categorie/terrains?page=118","Vente terrains 150 m² - Thies","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-thies-2810956","150 m2","Prix sur demande","Vente terrains 150 m² - Thies","favorite_border 
      
    
            
              
              
            
            
              
               11 
               mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-thies-4841654"
"1750583624-108","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain 620 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-620-m-mbour-2811076","620","15 000 000 CFA","Vente Terrain 620 m² - Mbour","",""
"1750583627-109","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrain 300 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-2811195","300 m2","4 000 000 CFA","Vente Terrain 300 m² - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m2-mbour-1849549"
"1750583629-110","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrains 50ha - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrains-50ha-mbour-2811384","500000","30 000 CFA","Vente Terrains 50ha - Mbour","",""
"1750583631-111","https://sn.coinafrique.com/categorie/terrains?page=118","Vente Terrains 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2811688","150","Prix sur demande","Vente Terrains 150m² - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-tf-tivaoune-peuhl-5193477"
